"Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
13,2,2,"New","and then on the side of that",NA,NA,NA,"13-2-2-New"
13,2,2,"New","there’s a a thing here and another one here",NA,NA,NA,"13-2-2-New"
13,2,2,"New","so then you just see",NA,NA,NA,"13-2-2-New"
13,2,2,"New","well the roadrunner like is represented by like the green dot",NA,"like, like",NA,"13-2-2-New"
13,2,2,"New","and the coyote is like a red",NA,"like, like",NA,"13-2-2-New"
13,2,2,"New","and then you just see the roadrunner going around a square",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and the coyote is following him",NA,NA,NA,"13-2-2-New"
13,2,2,"New","it gets really fast",NA,NA,NA,"13-2-2-New"
13,2,2,"New","so then halfway through",NA,NA,NA,"13-2-2-New"
13,2,2,"New","the coyote goes off into like a separate like section",NA,"like, like",NA,"13-2-2-New"
13,2,2,"New","and he’s like watching the coyote go around and around",NA,"like, like",NA,"13-2-2-New"
13,2,2,"New","then he makes his beeping noise",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and the coyote comes back and follows him in there",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and then they wind up in like a zigzag path",NA,"like",NA,"13-2-2-New"
13,2,2,"New","and um at the end of the zigzag path",NA,NA,NA,"13-2-2-New"
13,2,2,"New","there’s ah a path going up this way",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and then one going st still straight",NA,NA,NA,"13-2-2-New"
13,2,2,"New","roadrunner goes up",NA,NA,NA,"13-2-2-New"
13,2,2,"New","coyote goes down",NA,NA,NA,"13-2-2-New"
13,2,2,"New","as the coyote is looking for him",NA,NA,NA,"13-2-2-New"
13,2,2,"New","he keeps bumping his head up and down on the thing",NA,NA,NA,"13-2-2-New"
13,2,2,"New","he breaks his light",NA,NA,NA,"13-2-2-New"
13,2,2,"New","so then he fall he’s on the ground",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and he pulls a match out of I don’t know where",NA,"I don't know",NA,"13-2-2-New"
13,2,2,"New","strikes the match and then you see the coyote looking straight ahead",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and all behind him is TNT",NA,NA,NA,"13-2-2-New"
13,2,2,"New","soo it explodes",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and then as you hear the explosion it um",NA,NA,NA,"13-2-2-New"
13,2,2,"New","it shows the desert and like these cactuses there",NA,"like",NA,"13-2-2-New"
13,2,2,"New","and then when it explodes it shows the desert",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and the cactuses spell out YIKES",NA,NA,NA,"13-2-2-New"
13,2,2,"New","and then that’s where it ended",NA,NA,NA,"13-2-2-New"
13,3,1,"Old","alright starts out with you have the coyote and the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and you see desert and this little road",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","you see two figures going really fast",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and then it like the TV freezes",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and you see the coyote or the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and it says incredible speed in parentheses underneath them",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and then it flashes to the coyote and it says carnivore",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has this bib on and a knife and a fork",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so then when they like unfreeze it they are running",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and uh roadrunner is not going as fast as he can",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he’s just letting the coyote hanging around",NA,"just",NA,"13-3-1-Old"
13,3,1,"Old","so then the roadrunner like freezes for a minute",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and you see the coyote like about to dig his fork and knife into him",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and the roadrunner just takes off",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and um the coyote’s has his fork and knife stuck in the ground",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he just like lands on his face",NA,"just, like",NA,"13-3-1-Old"
13,3,1,"Old","and smashes his face into the road",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so the coyote comes up with a plan for the next time he sees the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he has a boxing glove with a spring in it",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he’s gonna pull it back to the",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","it’s wrapped around the rock",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he’s gonna pull back to the rock",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and have the string that would release it",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he was gonna stand behind the rock",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so it would shoot out the the glove at the uh roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","it might knock him out",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","well when he hears the roadrunner coming",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has a sting in his hand he pulls it",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","instead of the glove moving",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","the rock moves",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and it like crushed him up against the side of the mountain",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and he’s like has these like stars and  and stuff like that",NA,"like, like, and stuff like that",NA,"13-3-1-Old"
13,3,1,"Old","and then you see the glove like come back and punch him in the face",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","so then his next plan is um",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has there is the two uh cliffs",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and then underneath is the road",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he is gonna have",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has a wire going or a rope going across both to one side to the other",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he’s gonna have an anvil in his hand",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he’s gonna walk out into the middle",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and wait for the roadrunner to come drop it on him",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","well when he walks out to the middle",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","the thing like bellies",NA,"thing, like",NA,"13-3-1-Old"
13,3,1,"Old","and it touches the road",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so then the roadrunner comes up from the side of him",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","makes his noise",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","coyote gets mad",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he like throws the anvil to the side",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","so that way he would chase the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","but when he does that",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","it flings him up in the air",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and um he as he is up there he like just realized what he’d done",NA,"like, just",NA,"13-3-1-Old"
13,3,1,"Old","and then he points to his back and you see a green backpack",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","coyote thought it was a parachute but it wasn’t",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so when he pulls the cord it is a backpack",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and like pots and pans come flying out",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and then as he is on his way down",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he has like the acme umm ah ty or like ibuprofen tylenol aspirin whatever",NA,"like, like, whatever",NA,"13-3-1-Old"
13,3,1,"Old","and then he takes some and so for when he hits the ground",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","then he smashes in the ground when he gets down there",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so then the next time he sees the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","the roadrunner like leads him into the coal mine",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and the coyote follows him",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and when he gets halfway in there he realizes he can’t see anymore",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so he goes back to get a helmet with a light on it",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and like right when he is about to go back coyote is right there or the roadrunner is right there",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","scares him",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so then they just go off chasing each other",NA,"just",NA,"13-3-1-Old"
13,3,1,"Old","and in the mine it just shows the coyo or the roadrunner as the green light",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and the coyote as the red light",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and there’s just like the paths",NA,"just, like",NA,"13-3-1-Old"
13,3,1,"Old","and the coyote or is chasing the roadrunner around",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so it’s like going really fast",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and then the roadrunner like",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","kinda like goes off into like one of the different tunnels",NA,"kinda, like, like",NA,"13-3-1-Old"
13,3,1,"Old","and you see the coyote still going around and around",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","trying to pretend like he’s following the roadrunner",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and um then the roadrunner makes a noise",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and you see the coyote like come back",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and go to like the thing that the roadrunner is on",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","and then they wind up in like a diagonal tunnel",NA,"like",NA,"13-3-1-Old"
13,3,1,"Old","it’s going like that",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and um at the end of the diagonal tunnel was uh uh a tunnel going up",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and a tunnel going still going straight",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so um the roadrunner goes up",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","coyote stays straight",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and as the coyote is going through his straight one",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","he keeps hitting his head on the the tunnel",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","his light breaks",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and he pulls a match out of somewhere he had a match",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and when it lights up he’s looking straight",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and um all behind him is TNT",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","so that explodes",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","but as it explodes it shows the um the top of the desert",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and there’s cactuses there",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and as it makes the explosion",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","you see the cactuses and they form a YIKES",NA,NA,NA,"13-3-1-Old"
13,3,1,"Old","and that was it",NA,NA,NA,"13-3-1-Old"
14,1,1,"New","alright so the cartoon starts out",NA,NA,NA,"14-1-1-New"
14,1,1,"New","it’s in the middle of the dessert",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and we see wile e coyote chasing the roadrunner","ohh alright mm-hmm",NA,NA,"14-1-1-New"
14,1,1,"New","and you see them running very very fast",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and like very blurry blurred because they are moving so fast","mm-hmm","like",NA,"14-1-1-New"
14,1,1,"New","and then all of a sudden you see it like a freeze frame on the roadrunner",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and that says name roadrunner and then like his name in latin",NA,"like",NA,"14-1-1-New"
14,1,1,"New","like includibilus something or other",NA,"like, something or other",NA,"14-1-1-New"
14,1,1,"New","and then it does the same wile e coyote",NA,NA,NA,"14-1-1-New"
14,1,1,"New","show so it shows its name coyote",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then like carnivorus vulgaris",NA,"like",NA,"14-1-1-New"
14,1,1,"New","alright ?",NA,NA,"?","14-1-1-New"
14,1,1,"New","and so instead of going back it like it starts going in slow motion now",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and you see that uh wile e coyote",NA,NA,NA,"14-1-1-New"
14,1,1,"New","he has a knife and fork in hand like this",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he has like a handkerchief around his neck",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and then they slowly work up to full speed",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he’s about to to like stab the roadrunner",NA,"like",NA,"14-1-1-New"
14,1,1,"New","with the fork and knife",NA,NA,NA,"14-1-1-New"
14,1,1,"New","but then roadrunner goes MEEP MEEP",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he runs away",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and instead he stabs the ground",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so he is on the ground now",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he is looking frustrated",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then you know he puts his finger in the air like he has an idea",NA,"you know",NA,"14-1-1-New"
14,1,1,"New","alright ?",NA,NA,"?","14-1-1-New"
14,1,1,"New","and so the next scene is there’s like a big rock",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and he attaches this contraption to it",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so there’s like a punching like a boxing glove uh on",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and it’s attached to a large metal spring",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he basically like coils up the the spring and the boxing glove","mm-hmm","like",NA,"14-1-1-New"
14,1,1,"New","and he attaches like a hook onto the rock so to hold it in place",NA,"like",NA,"14-1-1-New"
14,1,1,"New","he’s walk uh",NA,NA,NA,"14-1-1-New"
14,1,1,"New","the coyote stands behind the rock",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and as the roadrunner is running by on the street",NA,NA,NA,"14-1-1-New"
14,1,1,"New","like he he unlatches uh expecting the punching bag to hit him",NA,"like",NA,"14-1-1-New"
14,1,1,"New","but instead the rock moves backwards",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and smashes him into the cliff behind him",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so he’s standing there",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he looks you know terrible because he’s been smashed",NA,"you know",NA,"14-1-1-New"
14,1,1,"New","and then the the the boxing glove comes back at him",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and hits him in the face","okay",NA,NA,"14-1-1-New"
14,1,1,"New","alright ?",NA,NA,"?","14-1-1-New"
14,1,1,"New","so after this",NA,NA,NA,"14-1-1-New"
14,1,1,"New","we see a blueprint on the screen for his next plan",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and it shows like two cliffs with like um",NA,"like, like",NA,"14-1-1-New"
14,1,1,"New","like a drop in between them",NA,"like, like",NA,"14-1-1-New"
14,1,1,"New","and the street on the bottom",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and it shows like a tightwire on top of it",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and you see his plans on the side",NA,NA,NA,"14-1-1-New"
14,1,1,"New","it says something like uh",NA,NA,NA,"14-1-1-New"
14,1,1,"New","walk across tightwire",NA,NA,NA,"14-1-1-New"
14,1,1,"New","drop anvil on roadrunner",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then roadrunner burger",NA,NA,NA,"14-1-1-New"
14,1,1,"New","okay ?",NA,NA,"?","14-1-1-New"
14,1,1,"New","so we see him on top of one side of the cliff",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he has the anvil","mm-hmm",NA,NA,"14-1-1-New"
14,1,1,"New","he’s carrying it across the wire",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and when he steps on the wire",NA,NA,NA,"14-1-1-New"
14,1,1,"New","you know he starts to drop slowly towards the street",NA,"you know",NA,"14-1-1-New"
14,1,1,"New","and then the roadrunner runs up to him and goes MEEP MEEP",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then you know runs away in the opposite direction",NA,"you know",NA,"14-1-1-New"
14,1,1,"New","and so he’s he’s looking frustrated",NA,NA,NA,"14-1-1-New"
14,1,1,"New","he throws the anvil to the side",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he gets launched up in the air",NA,NA,NA,"14-1-1-New"
14,1,1,"New","alright ? aand you know as he’s falling down",NA,"you know","?","14-1-1-New"
14,1,1,"New","you know he’s like it’s okay",NA,"you know, like",NA,"14-1-1-New"
14,1,1,"New","I have my backpack on",NA,NA,NA,"14-1-1-New"
14,1,1,"New","he points to his backpack",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he pulls the ripcord to open up his backpack",NA,NA,NA,"14-1-1-New"
14,1,1,"New","thinking there’s a parachute",NA,NA,NA,"14-1-1-New"
14,1,1,"New","but in fact a lot of utensils just fall out of the backpack",NA,"just",NA,"14-1-1-New"
14,1,1,"New","and then he grabs a box of aspirin",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he opens it up",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and you see a bunch of aspirin come out",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he grabs some",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then he gulps down the aspirin ?",NA,NA,"?","14-1-1-New"
14,1,1,"New","and then he waves bye bye",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then he falls down to the to the ground",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and so the next scene is",NA,NA,NA,"14-1-1-New"
14,1,1,"New","they’re running along the coyote chasing the roadrunner",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and you see a sign for a cactus mine",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so they run into this mine",NA,NA,NA,"14-1-1-New"
14,1,1,"New","uh coyote is running after the roadrunner",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and coyote starts to run in",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he notices it’s getting darker and darker till it’s pitch black",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so he runs back to the entrance",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he gets one of those mining helmets",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then we see that roadrunner was following him",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and roadrunner already has his own mining helmet","mm-hmm",NA,NA,"14-1-1-New"
14,1,1,"New","and then he goes MEEP MEEP",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then he runs away",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then the scene progresses where uh",NA,NA,NA,"14-1-1-New"
14,1,1,"New","wile e coyote is represented as a red dot",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and the roadrunner is represented as a green dot because it is really dark",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and you see like a maze like picture",NA,"like, maze-like",NA,"14-1-1-New"
14,1,1,"New","and you see them running through the mine like it’s a big maze",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and you see like the roadrunner is outrunning the coyote",NA,NA,NA,"14-1-1-New"
14,1,1,"New","outsmarting him",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and at the end coyote uh",NA,NA,NA,"14-1-1-New"
14,1,1,"New","he eventually loses the roadrunner and he runs into like a side path",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and he actually trips over himself",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and his mining hat like the light on it it stops working",NA,"like",NA,"14-1-1-New"
14,1,1,"New","so it’s again it’s pitch black and we only see his eyes",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and he takes like a match and he lights up the match","mm-hmm",NA,NA,"14-1-1-New"
14,1,1,"New","and we can see",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and you see like a bunch of dynamite and TNT behind him","oh no right","like",NA,"14-1-1-New"
14,1,1,"New","and then it blows up",NA,NA,NA,"14-1-1-New"
14,1,1,"New","and then we see like above ground",NA,"like",NA,"14-1-1-New"
14,1,1,"New","and after the explosion like the cacti above him ?",NA,"like","?","14-1-1-New"
14,1,1,"New","they kinda like jump up a little bit",NA,"kinda",NA,"14-1-1-New"
14,1,1,"New","and then they spell YIKES",NA,NA,NA,"14-1-1-New"
14,1,1,"New","the cactus",NA,NA,NA,"14-1-1-New"
14,1,1,"New","so that’s it",NA,NA,NA,"14-1-1-New"
14,2,1,"Old","alright so the cartoon starts out",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and we see uh wile e coyote chasing the roadrunner",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","aand you know they’re blurred",NA,"you know",NA,"14-2-1-Old"
14,2,1,"Old","like their picture is blurred cause they are running so fast",NA,"like",NA,"14-2-1-Old"
14,2,1,"Old","and then it freeze frames on the roadrunner",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and it shows his name roadrunner",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then it shows his name like in latin like incredibilus something",NA,"like, like, something",NA,"14-2-1-Old"
14,2,1,"Old","and then it freeze frames on the coyote",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and it shows his name coyote",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then like his latin name like uh vulgaris",NA,"like, like",NA,"14-2-1-Old"
14,2,1,"Old","no it was carnivorus vulgaris","mm-hmm",NA,NA,"14-2-1-Old"
14,2,1,"Old","alright ?",NA,NA,"?","14-2-1-Old"
14,2,1,"Old","and so you see a fork and knife in his hand",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and a handkerchief around his neck",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and you see them slowly moving in slow motion now",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","from the freeze frame",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then it slowly works up to full speed",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he’s about to stab the roadrunner with his fork and knife uh",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","but the roadrurunner goes MEEP MEEP",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he just jolts away",NA,"just",NA,"14-2-1-Old"
14,2,1,"Old","and he misses and he stabs the ground instead",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","so he’s on the ground now",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he looks frustrited frustrated",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and all of a sudden he gets an idea",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he puts his finger in the air like that",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","aand then it jumps to the next scene",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and it shows a big rock",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and attached to the big rock is a spring",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","with a boxing glove on the end of it","mm-hmm",NA,NA,"14-2-1-Old"
14,2,1,"Old","and coyote coils up the boxing glove and spring",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and hooks it onto the the rock",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","like in a like a piece on the rock to hold it in place",NA,"like, like",NA,"14-2-1-Old"
14,2,1,"Old","and then he stands behind the rock",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and when he hears the roadrunner running by he lifts the latch uh expecting the punching bag to go out",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","but instead the rock flies backwards",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and smashes him into the rock wall behind him",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then you know he’s he’s like standing there like stunned",NA,"you know, like, like",NA,"14-2-1-Old"
14,2,1,"Old","and then you see the bocking boxing glove come back",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and smash him in the face",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","alright soo",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","the next scene it shows like a blueprint",NA,"like",NA,"14-2-1-Old"
14,2,1,"Old","and it shows like uh two cliffs","mm-hmm","like",NA,"14-2-1-Old"
14,2,1,"Old","and connecting them is like a tightrope a tightwire",NA,"like",NA,"14-2-1-Old"
14,2,1,"Old","and it shows like his plans on the side written down",NA,"like",NA,"14-2-1-Old"
14,2,1,"Old","it says uh walk across tightrope with anvil",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","drop anvil on roadrunner",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then roadrunner burger",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","okay",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","so he takes the anvil and he starts to walk across the tightrope",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","anduh this tightrope starts to sink towards the ground slowly",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","alright ?",NA,NA,"?","14-2-1-Old"
14,2,1,"Old","and then he is standing there on the ground with the anvil",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then the roadrunner comes up to him and goes MEEP MEEP",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then runs away",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he throws the anvil to the side and you know thinking he is gong to go after the roadrunner",NA,"you know",NA,"14-2-1-Old"
14,2,1,"Old","but he gets launched up into the air like he skyrocketed",NA,"like",NA,"14-2-1-Old"
14,2,1,"Old","and as he is falling back down to the ground uh",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","he points to his backpack",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he pulls the ripcord expecting a parachute",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","but instead a bunch of utensils come out",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","aand then he he grabs a box of aspirin",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he ospns up opens it up",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and a bunch of aspirin fly out and he grabs some",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he gulps them down",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then he waves bye bye to the screen",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then he falls to the ground",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","aand the next scene it shows again",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","the roadrunner being chased by the coyote",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then it shows a sign for a cactus mine",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and it shows they both enter the mine",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then you see coyote enter",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and it’s getting darker and darker till it’s pitch black",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and he runs back into the opposite direction towards the entrance",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","he grabs a mining hat on uh on with a light on it",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and when he gets the light you see the roadrunner following him",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","he goes MEEP MEEP and then runs off",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and so coyote starts to follow him",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","and then for the rest of the scene",NA,NA,NA,"14-2-1-Old"
14,2,1,"Old","you see the uh coyote represented as a red dot",NA,NA,NA,"14-2-1-Old"
